-27 09:46:39 | ST0=[1110.72kg, 1110.84kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:07 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:08 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:09 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:10 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:11 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:12 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:14 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:15 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:16 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:17 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:18 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:19 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:20 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:21 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:22 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:23 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:24 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:25 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:26 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:27 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:28 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:29 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:30 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:31 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:32 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:33 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:34 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:35 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:36 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:37 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:38 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:39 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:40 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:41 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:42 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:43 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:44 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:45 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:46 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:47 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:48 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:49 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:50 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:51 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:52 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:53 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:54 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:55 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:56 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:13:57 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:58 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:13:59 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:00 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:01 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:02 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:03 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:04 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:05 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:06 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:07 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:08 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:09 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:10 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:11 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:12 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:14 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:15 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:16 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:17 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:18 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:19 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:20 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:21 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:22 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:23 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:24 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:25 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:26 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:27 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:28 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:29 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:30 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:31 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:32 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:33 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:34 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:35 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:36 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:37 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:38 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:39 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:40 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:41 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:42 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:43 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:44 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:45 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:46 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:47 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:48 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:49 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:50 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:51 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:52 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:53 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:54 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:55 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:56 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:57 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:14:58 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:14:59 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:00 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:01 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:02 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:03 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:04 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:05 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:06 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:07 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:08 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:09 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:10 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:11 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:12 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:14 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:15 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:16 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:17 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:18 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:19 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:20 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:21 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:22 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:23 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:24 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:25 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:26 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:27 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:28 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:29 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:30 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:31 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:32 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:33 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:34 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:35 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:36 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:37 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:38 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:39 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:40 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:41 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:42 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:43 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:44 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:45 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:46 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:47 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:48 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:49 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:50 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:51 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:52 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:53 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:54 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:55 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:56 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:15:57 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:58 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:15:59 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:00 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:01 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:02 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:03 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:04 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:05 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:06 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:07 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:08 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:09 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:10 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:11 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:12 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:14 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:15 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:16 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:17 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:18 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:19 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:20 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:21 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:22 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:23 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:24 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:25 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:26 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:27 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:28 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:29 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:30 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:31 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:32 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:33 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:34 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:35 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:36 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:37 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:38 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:39 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:40 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:41 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:42 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:43 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:44 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:45 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:46 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:47 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:48 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:49 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:50 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:51 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:52 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:53 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:54 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:55 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:56 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:57 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:16:58 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:16:59 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:00 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:01 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:02 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:03 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:17:04 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:05 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:06 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:07 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:17:08 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:09 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:10 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:11 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:12 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:17:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:14 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:15 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:16 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:17:17 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:18 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:19 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:20 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:17:21 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:22 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:23 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:24 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:25 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:17:26 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:27 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:28 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:29 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:17:30 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:31 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:32 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:33 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:17:34 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
